station,date,rainfall_mm,relative_humidity_percent,wind_ms,wet_bulb_c,evaporation_mm,cloud_cover_oktas,pressure_hpa,year,month_num
SIBU,2016-11-03,6.8,82.8,1.7,24.1,4.3,7.0,1008.6333333333332,2016,11
SIBU,2016-11-04,5.4,81.6,1.8,24.5,5.3,7.0,1008.4291666666668,2016,11
SIBU,2016-11-05,0.0,77.8,1.4,24.9,2.1,7.0,1008.7583333333332,2016,11
SIBU,2016-11-06,5.2,81.3,1.5,24.7,3.1,7.0,1010.2958333333332,2016,11
SIBU,2016-11-07,0.0,79.6,2.0,24.2,2.3,7.0,1011.4083333333332,2016,11
SIBU,2016-11-08,4.4,79.5,2.1,24.7,5.2,7.0,1010.8166666666668,2016,11
SIBU,2016-11-09,22.8,88.6,1.6,24.3,3.2,7.0,1011.4583333333334,2016,11
SIBU,2016-11-10,25.4,85.0,1.8,23.5,4.7,7.0,1011.1708333333332,2016,11
SIBU,2016-11-11,78.6,84.4,1.3,24.0,3.8,7.0,1010.5625,2016,11
SIBU,2016-11-12,7.4,84.3,1.3,24.4,4.4,7.0,1010.2833333333332,2016,11
SIBU,2016-11-13,2.0,84.3,1.7,24.7,3.7,7.0,1009.9833333333332,2016,11
SIBU,2016-11-14,1.0,85.1,1.5,24.5,2.0,7.0,1009.6666666666666,2016,11
SIBU,2016-11-15,24.0,88.3,1.5,24.0,3.9,7.0,1009.425,2016,11
SIBU,2016-11-16,5.2,77.5,1.5,24.2,4.1,7.0,1009.3458333333332,2016,11
SIBU,2016-11-17,15.4,84.9,1.4,24.6,3.4,7.0,1008.7,2016,11
SIBU,2016-11-18,0.2,82.6,1.3,24.9,2.3,7.0,1007.7958333333332,2016,11
SIBU,2016-11-19,0.0,81.6,1.1,24.5,2.6,7.0,1007.7333333333332,2016,11
SIBU,2016-11-20,134.8,78.7,1.2,24.9,3.8,7.0,1007.4833333333332,2016,11
SIBU,2016-11-21,34.2,92.1,1.7,24.8,3.7,7.1,1007.875,2016,11
SIBU,2016-11-22,19.4,86.6,1.1,25.0,3.5,7.0,1008.7791666666668,2016,11
SIBU,2016-11-23,25.8,91.0,1.1,24.9,2.9,7.0,1008.9791666666666,2016,11
SIBU,2016-11-24,24.4,90.1,1.6,24.4,5.4,6.9,1008.6,2016,11
SIBU,2016-11-25,1.6,84.1,1.9,24.6,4.2,7.0,1007.7916666666666,2016,11
SIBU,2016-11-26,49.4,85.2,2.0,25.0,4.3,7.0,1007.8083333333332,2016,11
SIBU,2016-11-27,10.8,92.0,1.6,24.5,4.6,7.1,1008.6208333333332,2016,11
SIBU,2016-11-28,0.0,85.2,1.6,25.0,4.6,7.0,1009.3666666666668,2016,11
SIBU,2016-11-29,32.0,88.2,1.1,25.1,3.8,7.0,1009.7166666666668,2016,11
SIBU,2016-11-30,6.0,95.0,1.5,24.1,3.0,7.3,1011.1708333333332,2016,11
SIBU,2016-12-01,10.0,86.1,0.8,24.5,4.1,7.0,1009.9333333333332,2016,12
SIBU,2016-12-02,1.6,84.0,1.8,24.5,1.2,7.2,1009.9791666666666,2016,12
SIBU,2016-12-03,0.0,81.0,1.5,25.0,4.3,7.0,1009.8958333333334,2016,12
SIBU,2016-12-04,13.4,85.3,1.7,24.5,4.8,7.1,1009.975,2016,12
SIBU,2016-12-05,0.2,84.0,1.7,24.6,2.8,6.9,1009.425,2016,12
SIBU,2016-12-06,5.9,85.1,0.8,25.3,2.1,6.9,1008.7875,2016,12
SIBU,2016-12-07,53.0,87.1,1.2,24.8,5.2,7.0,1007.8833333333332,2016,12
SIBU,2016-12-08,67.2,87.8,1.7,24.7,4.1,7.0,1006.7416666666668,2016,12
SIBU,2016-12-09,11.2,88.2,2.0,24.4,2.5,7.0,1006.8583333333332,2016,12
SIBU,2016-12-10,6.0,86.9,2.1,24.2,4.1,7.1,1007.8916666666668,2016,12
SIBU,2016-12-11,42.4,86.9,2.0,23.8,4.5,7.1,1008.7875,2016,12
SIBU,2016-12-12,1.2,88.3,2.3,23.1,2.6,7.0,1009.675,2016,12
SIBU,2016-12-13,5.9,83.0,1.2,23.7,2.8,7.0,1010.1125,2016,12
SIBU,2016-12-14,0.0,80.9,1.1,24.5,3.7,7.0,1009.7,2016,12
SIBU,2016-12-15,7.4,82.9,1.1,24.1,5.1,7.0,1009.9666666666668,2016,12
SIBU,2016-12-16,0.0,83.7,1.6,24.8,3.6,7.0,1009.8375,2016,12
SIBU,2016-12-17,0.0,82.5,1.2,24.9,3.9,7.0,1009.95,2016,12
SIBU,2016-12-18,0.0,78.8,1.1,24.5,4.6,7.0,1009.475,2016,12
SIBU,2016-12-19,0.0,80.3,1.1,24.2,5.1,7.0,1008.4958333333332,2016,12
SIBU,2016-12-20,4.4,86.5,1.9,24.7,4.7,7.0,1008.5916666666668,2016,12
SIBU,2016-12-21,4.4,90.1,1.9,23.9,3.1,7.2,1009.2875,2016,12
SIBU,2016-12-22,8.2,87.6,1.9,24.2,3.2,7.0,1008.4333333333332,2016,12
SIBU,2016-12-23,0.0,84.7,1.6,24.7,2.3,7.0,1008.175,2016,12
SIBU,2016-12-24,93.2,86.7,1.5,24.7,3.8,7.0,1007.9833333333332,2016,12
SIBU,2016-12-25,5.6,86.4,1.8,24.4,4.6,7.1,1008.3541666666666,2016,12
SIBU,2016-12-26,2.0,86.4,1.8,24.7,2.7,7.0,1007.9041666666668,2016,12
SIBU,2016-12-27,51.6,84.5,1.4,24.6,4.8,7.1,1007.8625,2016,12
SIBU,2016-12-28,16.0,90.3,1.7,24.1,3.0,7.1,1009.1791666666668,2016,12
SIBU,2016-12-29,19.0,90.3,1.3,24.2,3.2,7.0,1009.8416666666668,2016,12
SIBU,2016-12-30,0.4,84.2,1.4,24.4,4.1,7.0,1009.0458333333332,2016,12
SIBU,2016-12-31,0.2,82.4,2.0,24.2,3.1,7.0,1008.9416666666668,2016,12
SIBU,2017-01-01,2.0,85.2,1.4,24.6,3.3,7.0,1008.25,2017,1
SIBU,2017-01-02,0.4,87.6,1.8,24.7,2.8,7.0,1008.2166666666668,2017,1
SIBU,2017-01-03,114.4,84.0,1.9,24.6,3.8,7.0,1008.6125,2017,1
SIBU,2017-01-04,37.0,86.9,1.8,24.1,4.6,7.0,1008.4166666666666,2017,1
SIBU,2017-01-05,1.4,83.7,2.0,24.6,4.1,7.0,1008.2166666666668,2017,1
SIBU,2017-01-06,0.0,81.5,1.8,24.9,5.2,7.0,1007.3916666666668,2017,1
SIBU,2017-01-07,0.0,79.1,2.0,25.0,4.5,7.0,1007.0125,2017,1
SIBU,2017-01-08,0.4,83.5,1.3,25.4,3.5,7.0,1007.2583333333332,2017,1
SIBU,2017-01-09,0.8,84.8,1.1,25.3,2.8,7.0,1007.5041666666668,2017,1
SIBU,2017-01-10,16.2,85.1,1.1,24.8,4.0,6.9,1007.9458333333332,2017,1
SIBU,2017-01-11,2.0,83.5,1.6,25.0,3.1,6.9,1008.0416666666666,2017,1
SIBU,2017-01-12,0.0,84.3,1.1,25.2,4.0,7.0,1007.8833333333332,2017,1
SIBU,2017-01-13,0.0,85.7,1.4,25.0,4.0,7.0,1008.425,2017,1
SIBU,2017-01-14,2.8,83.4,1.5,24.9,4.7,6.9,1008.6666666666666,2017,1
SIBU,2017-01-15,43.4,85.2,2.1,23.9,4.1,7.1,1010.3416666666668,2017,1
SIBU,2017-01-16,2.2,83.4,2.1,23.8,4.3,7.0,1009.5875,2017,1
SIBU,2017-01-17,5.6,86.4,2.0,24.1,2.1,7.0,1010.0166666666668,2017,1
SIBU,2017-01-18,67.4,82.0,1.4,24.5,3.8,7.2,1010.7,2017,1
SIBU,2017-01-19,0.0,82.7,1.2,24.5,4.0,7.3,1010.6833333333332,2017,1
SIBU,2017-01-20,3.4,85.6,1.6,24.5,3.2,7.0,1010.4208333333332,2017,1
SIBU,2017-01-21,11.8,86.7,1.0,24.4,4.2,7.1,1011.5375,2017,1
SIBU,2017-01-22,5.6,90.3,1.6,24.7,3.4,7.1,1012.3625,2017,1
SIBU,2017-01-23,0.0,81.6,1.7,24.6,5.0,7.0,1010.6083333333332,2017,1
SIBU,2017-01-24,174.0,86.0,1.4,24.9,3.8,7.0,1010.7583333333332,2017,1
SIBU,2017-01-25,2.4,89.0,1.7,24.2,3.3,7.1,1012.1541666666668,2017,1
SIBU,2017-01-26,73.6,88.2,1.5,24.5,2.5,7.1,1011.0958333333332,2017,1
SIBU,2017-01-27,0.0,90.9,1.4,24.5,5.1,7.0,1009.9916666666668,2017,1
SIBU,2017-01-28,36.8,92.0,1.2,24.7,4.9,7.0,1008.7958333333332,2017,1
SIBU,2017-01-29,29.8,93.1,1.4,24.3,3.6,7.2,1010.0791666666668,2017,1
SIBU,2017-01-30,1.0,83.8,2.1,24.5,4.7,7.0,1009.4958333333332,2017,1
SIBU,2017-01-31,99.2,88.8,1.4,24.1,3.8,7.1,1009.2375,2017,1
SIBU,2017-02-01,9.8,88.5,1.7,23.6,2.5,7.0,1010.4541666666668,2017,2
SIBU,2017-02-02,19.2,84.3,1.9,23.7,4.6,7.1,1010.5583333333332,2017,2
SIBU,2017-02-03,108.8,88.0,1.6,23.1,3.8,7.3,1010.2458333333332,2017,2
SIBU,2017-02-04,31.8,89.7,0.9,24.5,4.5,7.0,1008.7625,2017,2
SIBU,2017-02-05,2.8,85.5,1.4,24.9,4.0,7.0,1008.5541666666668,2017,2
SIBU,2017-02-06,1.2,85.4,1.9,24.6,3.2,7.0,1008.9708333333332,2017,2
SIBU,2017-02-07,0.0,84.3,1.8,24.0,4.5,7.0,1009.7333333333332,2017,2
SIBU,2017-02-08,0.0,78.6,1.4,22.3,4.2,7.0,1010.3666666666668,2017,2
SIBU,2017-02-09,0.0,77.0,1.3,21.9,4.6,6.9,1009.8083333333332,2017,2
SIBU,2017-02-10,2.6,79.2,1.5,23.0,4.5,7.0,1009.5208333333334,2017,2
SIBU,2017-02-11,1.2,87.3,1.6,24.1,2.5,7.0,1010.8208333333332,2017,2
SIBU,2017-02-12,1.6,87.4,1.8,24.5,4.0,7.0,1011.0333333333332,2017,2
SIBU,2017-02-13,55.2,90.5,1.6,24.6,3.2,7.0,1012.0416666666666,2017,2
SIBU,2017-02-14,19.2,91.3,2.6,24.0,3.6,7.2,1013.1791666666668,2017,2
SIBU,2017-02-15,35.8,93.6,2.0,24.1,2.4,7.1,1012.3125,2017,2
SIBU,2017-02-16,0.8,86.6,1.4,24.0,2.6,7.3,1012.0291666666668,2017,2
SIBU,2017-02-17,215.4,87.4,1.8,24.2,3.8,7.1,1011.4458333333332,2017,2
SIBU,2017-02-18,35.6,87.6,1.8,24.1,4.3,7.1,1011.9958333333332,2017,2
SIBU,2017-02-19,11.8,87.6,1.5,24.4,3.8,7.1,1010.5125,2017,2
SIBU,2017-02-20,0.0,85.5,1.4,24.6,3.5,7.0,1009.4666666666668,2017,2
SIBU,2017-02-21,118.8,84.2,1.5,24.9,3.8,7.0,1009.7041666666668,2017,2
SIBU,2017-02-22,5.4,85.5,1.6,24.1,3.8,7.1,1010.6833333333332,2017,2
SIBU,2017-02-23,29.8,87.3,2.1,24.3,3.5,7.2,1010.95,2017,2
SIBU,2017-02-24,8.2,86.0,1.3,24.1,4.4,7.1,1011.9375,2017,2
SIBU,2017-02-25,3.6,87.9,2.0,24.4,1.6,7.0,1010.6125,2017,2
SIBU,2017-02-26,3.2,84.6,1.7,24.2,4.8,7.0,1009.5958333333332,2017,2
SIBU,2017-02-27,87.4,85.3,2.0,24.7,3.8,7.0,1008.9708333333332,2017,2
SIBU,2017-02-28,46.0,90.5,1.6,24.7,4.2,7.2,1008.8666666666668,2017,2
SIBU,2017-03-01,24.8,93.2,2.0,24.4,2.0,7.1,1009.2583333333332,2017,3
SIBU,2017-03-02,14.2,93.1,1.7,23.9,3.2,7.2,1009.8333333333334,2017,3
SIBU,2017-03-03,0.6,83.4,1.8,24.0,4.5,7.0,1008.0041666666668,2017,3
SIBU,2017-03-04,0.0,85.3,1.5,24.8,3.5,7.0,1007.8625,2017,3
SIBU,2017-03-05,1.2,89.3,1.2,24.8,2.5,7.0,1008.5333333333332,2017,3
SIBU,2017-03-06,0.0,81.6,1.8,24.5,4.3,7.0,1008.3458333333332,2017,3
SIBU,2017-03-07,0.2,85.0,1.4,24.1,4.4,7.0,1008.85,2017,3
SIBU,2017-03-08,0.0,86.3,2.0,24.0,2.8,7.0,1010.0166666666668,2017,3
SIBU,2017-03-09,0.0,82.8,1.5,24.1,3.2,7.0,1009.4625,2017,3
SIBU,2017-03-10,25.0,85.7,1.8,24.1,4.0,7.0,1009.025,2017,3
SIBU,2017-03-11,0.6,84.3,1.8,24.6,4.2,7.0,1009.675,2017,3
SIBU,2017-03-12,24.0,89.2,2.1,23.9,4.5,7.0,1010.775,2017,3
SIBU,2017-03-13,0.0,82.3,1.8,23.9,2.5,7.0,1010.8833333333332,2017,3
SIBU,2017-03-14,2.8,82.4,1.5,24.6,4.0,7.0,1011.0541666666668,2017,3
SIBU,2017-03-15,0.0,78.9,2.1,23.9,5.0,6.9,1010.3833333333332,2017,3
SIBU,2017-03-16,43.8,78.1,1.9,24.9,5.1,7.0,1009.05,2017,3
SIBU,2017-03-17,5.0,86.0,1.9,24.4,4.4,7.2,1009.9041666666668,2017,3
SIBU,2017-03-18,3.0,83.9,1.6,24.5,3.0,7.0,1011.1916666666668,2017,3
SIBU,2017-03-19,1.0,81.8,2.1,24.9,5.9,7.0,1010.9708333333332,2017,3
SIBU,2017-03-20,35.2,87.8,1.9,24.4,4.5,7.0,1010.7083333333334,2017,3
SIBU,2017-03-21,3.2,87.9,1.9,23.8,3.2,7.0,1011.025,2017,3
SIBU,2017-03-22,0.0,76.7,1.7,23.8,3.8,6.7,1009.675,2017,3
SIBU,2017-03-23,21.0,79.8,1.7,24.5,3.9,7.1,1009.3666666666668,2017,3
SIBU,2017-03-24,72.2,81.6,1.9,24.2,3.8,7.3,1010.3666666666668,2017,3
SIBU,2017-03-25,0.0,83.8,2.3,24.4,3.0,7.3,1011.0583333333332,2017,3
SIBU,2017-03-26,0.2,78.0,1.2,24.9,5.0,7.0,1010.7041666666668,2017,3
SIBU,2017-03-27,21.4,80.6,1.9,24.4,4.8,6.8,1010.9083333333332,2017,3
SIBU,2017-03-28,1.0,88.8,1.4,23.8,2.0,7.0,1011.6125,2017,3
SIBU,2017-03-29,0.0,81.5,2.2,24.4,5.5,7.0,1011.1416666666668,2017,3
SIBU,2017-03-30,1.2,87.8,1.4,24.7,2.4,7.0,1012.3375,2017,3
SIBU,2017-03-31,0.0,79.4,2.0,24.8,5.1,7.0,1011.6,2017,3
SIBU,2017-04-01,19.0,90.4,2.0,24.1,4.2,7.0,1011.3458333333332,2017,4
SIBU,2017-04-02,5.8,81.8,1.7,24.1,4.9,6.9,1010.7291666666666,2017,4
SIBU,2017-04-03,0.0,84.7,1.1,24.5,2.3,7.0,1011.75,2017,4
SIBU,2017-04-04,49.4,86.5,1.8,24.4,4.1,7.0,1011.2208333333332,2017,4
SIBU,2017-04-05,31.8,87.0,2.3,24.2,3.9,7.0,1009.5708333333332,2017,4
SIBU,2017-04-06,2.4,82.6,1.8,24.2,3.3,7.0,1008.9333333333332,2017,4
SIBU,2017-04-07,34.8,80.8,2.1,24.6,4.0,7.0,1008.8791666666668,2017,4
SIBU,2017-04-08,73.8,82.2,1.7,24.1,3.8,7.2,1009.2083333333334,2017,4
SIBU,2017-04-09,1.6,90.1,1.5,25.2,1.9,7.2,1009.4958333333332,2017,4
SIBU,2017-04-10,2.0,78.0,1.5,24.7,4.9,7.0,1008.7208333333332,2017,4
SIBU,2017-04-11,12.0,84.0,1.3,24.8,4.1,7.0,1008.5666666666668,2017,4
SIBU,2017-04-12,7.4,90.8,1.1,24.7,3.8,7.0,1009.2,2017,4
SIBU,2017-04-13,0.0,87.3,1.3,25.0,2.4,7.0,1010.4,2017,4
SIBU,2017-04-14,0.0,80.3,1.8,24.9,5.1,6.9,1010.1375,2017,4
SIBU,2017-04-15,8.0,84.0,1.4,25.1,3.9,7.0,1008.9208333333332,2017,4
SIBU,2017-04-16,154.6,95.6,1.2,24.4,3.8,7.3,1010.075,2017,4
SIBU,2017-04-17,16.4,84.6,1.7,25.0,3.2,7.0,1009.8833333333332,2017,4
SIBU,2017-04-18,0.6,83.3,1.6,24.9,4.0,7.2,1010.3166666666668,2017,4
SIBU,2017-04-19,0.8,88.2,1.4,25.4,4.4,7.0,1010.4791666666666,2017,4
SIBU,2017-04-20,9.4,87.5,1.6,24.8,3.6,7.0,1010.95,2017,4
SIBU,2017-04-21,2.2,88.0,1.6,24.6,4.6,7.0,1010.2125,2017,4
SIBU,2017-04-22,0.2,88.1,1.9,24.6,3.2,7.0,1010.975,2017,4
SIBU,2017-04-23,0.0,81.6,1.3,24.9,4.2,7.0,1010.7125,2017,4
SIBU,2017-04-24,0.0,81.3,1.6,25.1,4.1,7.0,1010.8375,2017,4
SIBU,2017-04-25,0.0,80.6,1.4,25.6,5.4,7.0,1009.9125,2017,4
SIBU,2017-04-26,1.9,83.4,1.2,25.4,3.9,7.0,1009.5583333333332,2017,4
SIBU,2017-04-27,0.0,83.6,1.2,25.2,5.2,7.0,1010.2791666666668,2017,4
SIBU,2017-04-28,25.4,87.0,1.4,24.8,4.6,7.2,1010.6041666666666,2017,4
SIBU,2017-04-29,28.4,85.3,1.5,24.3,4.5,7.0,1011.3333333333334,2017,4
SIBU,2017-04-30,0.0,82.8,1.5,25.0,4.0,7.0,1011.1833333333332,2017,4
SIBU,2017-05-01,4.8,83.7,1.1,25.6,4.9,6.9,1010.375,2017,5
SIBU,2017-05-02,3.4,91.5,1.7,24.5,3.2,7.0,1011.6875,2017,5
SIBU,2017-05-03,7.2,81.7,1.4,25.0,4.9,7.0,1010.5125,2017,5
SIBU,2017-05-04,37.0,80.6,1.4,25.6,4.6,7.0,1009.95,2017,5
SIBU,2017-05-05,0.0,85.3,1.3,24.8,2.7,7.3,1011.3125,2017,5
SIBU,2017-05-06,56.4,82.7,1.2,24.7,5.2,7.0,1011.7958333333332,2017,5
SIBU,2017-05-07,6.6,83.1,1.9,25.0,4.7,7.0,1010.9291666666668,2017,5
SIBU,2017-05-08,0.0,85.6,1.6,24.9,4.7,7.0,1010.3041666666668,2017,5
SIBU,2017-05-09,0.0,81.0,1.5,25.2,4.8,7.0,1008.7333333333332,2017,5
SIBU,2017-05-10,0.0,79.0,1.5,25.8,5.1,7.0,1008.95,2017,5
SIBU,2017-05-11,0.2,84.5,1.7,25.7,4.5,7.0,1009.2416666666668,2017,5
SIBU,2017-05-12,21.0,84.5,1.5,25.2,4.6,7.0,1009.1333333333332,2017,5
SIBU,2017-05-13,17.2,86.1,1.7,25.3,5.2,7.0,1008.3,2017,5
SIBU,2017-05-14,0.2,88.4,1.5,25.0,2.2,7.0,1009.1583333333332,2017,5
SIBU,2017-05-15,0.0,77.9,1.2,25.5,5.0,7.0,1007.6583333333332,2017,5
SIBU,2017-05-16,20.8,89.5,1.3,25.2,3.2,7.0,1008.0958333333332,2017,5
SIBU,2017-05-17,0.0,85.9,1.5,25.0,2.3,7.0,1008.6708333333332,2017,5
SIBU,2017-05-18,0.0,80.1,1.5,25.6,3.2,7.0,1008.8333333333334,2017,5
SIBU,2017-05-19,0.0,86.2,1.3,25.1,4.6,7.0,1009.1625,2017,5
SIBU,2017-05-20,6.0,83.5,1.7,25.2,4.0,7.0,1008.225,2017,5
SIBU,2017-05-21,2.2,80.7,1.6,25.5,5.2,7.0,1007.3083333333332,2017,5
SIBU,2017-05-22,0.8,84.0,1.3,25.4,4.3,7.0,1008.5625,2017,5
SIBU,2017-05-23,7.6,91.5,1.6,25.1,2.3,7.1,1009.4166666666666,2017,5
SIBU,2017-05-24,0.4,86.8,1.1,25.4,3.9,7.0,1008.7416666666668,2017,5
SIBU,2017-05-25,11.8,80.5,1.8,25.2,4.7,7.0,1008.5333333333332,2017,5
SIBU,2017-05-26,0.0,81.5,1.2,25.1,4.7,7.0,1008.55,2017,5
SIBU,2017-05-27,1.0,83.5,1.9,24.9,4.2,7.0,1008.4916666666668,2017,5
SIBU,2017-05-28,42.2,89.6,2.0,24.8,3.5,7.0,1008.4333333333332,2017,5
SIBU,2017-05-29,4.2,79.3,1.6,25.4,4.0,6.9,1008.2958333333332,2017,5
SIBU,2017-05-30,0.4,83.3,1.8,25.4,4.0,6.8,1009.7541666666668,2017,5
SIBU,2017-05-31,5.0,83.5,1.3,25.7,4.4,7.0,1009.3125,2017,5
SIBU,2017-06-01,85.0,93.1,1.7,24.7,3.8,7.0,1010.2041666666668,2017,6
SIBU,2017-06-02,0.0,81.7,1.8,24.4,3.1,7.0,1011.1875,2017,6
SIBU,2017-06-03,0.0,80.6,1.2,25.5,4.6,7.0,1010.675,2017,6
SIBU,2017-06-04,0.0,78.3,1.3,26.1,3.8,7.0,1009.3916666666668,2017,6
SIBU,2017-06-05,4.0,78.1,1.4,25.8,4.9,7.0,1009.2083333333334,2017,6
SIBU,2017-06-06,0.0,82.6,1.2,24.6,2.6,7.0,1009.95,2017,6
SIBU,2017-06-07,0.4,86.3,1.3,24.7,1.1,6.9,1010.3041666666668,2017,6
SIBU,2017-06-08,0.0,78.3,1.8,25.1,2.7,7.0,1009.4708333333332,2017,6
SIBU,2017-06-09,11.2,76.0,1.5,25.8,5.0,6.9,1008.5833333333334,2017,6
